food_id,food_name,alt_names,meal_type,category,calories,protein,carbs,fat,portion,source,has_pork,has_beef,has_chicken,has_seafood,has_fish,has_shellfish,has_egg,has_dairy,has_nuts,has_gluten,has_soy,is_vegetarian,is_vegan,is_high_protein,is_low_carb,is_low_fat,is_diabetic_friendly,dietary_tags
S135,Mango Juice,Fresh mango juice,snack,Beverages,120,1,28,0,1 glass,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S136,Dalandan Juice,Fresh dalandan orange juice,snack,Beverages,80,1,18,0,1 glass,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S137,Pineapple Juice,Fresh pineapple juice,snack,Beverages,100,1,24,0,1 glass,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S138,Cucumber with Vinegar,Sliced cucumber with spiced vinegar,snack,Vegetables,40,2,8,0,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S139,Tokwa at Baboy,Fried tofu with pork in vinegar sauce,snack,Mixed Dishes & Prepared Foods,280,20,10,18,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
S140,Pork Barbecue Stick,Grilled pork on bamboo stick,snack,Meat & Poultry,180,14,10,10,2 sticks,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,pork|soy
S141,Chicken Barbecue Stick,Grilled chicken on bamboo stick,snack,Meat & Poultry,160,16,8,8,2 sticks,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
S142,Calamares,Fried squid rings,snack,Fish & Seafood,260,18,20,12,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,seafood|gluten|pescatarian
S143,Tuna Sandwich,Canned tuna sandwich,snack,Fish & Seafood,280,20,30,10,1 sandwich,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,seafood|gluten|pescatarian
S144,Graham Balls,Crushed graham with condensed milk,snack,Sweets & Desserts,180,3,32,6,3 pieces,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
S145,Churros,Fried dough with chocolate dip,snack,Sweets & Desserts,280,4,40,12,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,egg|gluten|vegetarian
